name,line
Morvran," Nordlings -- ugh. We can bathe you, shave you and clothe you, but"
Geralt," Nice meeting you, too."
Cledwyn," Done. Shall I shave him once more, against the grain?"
Morvran, No. He himself is very much against the grain -- that's enough.
Man, Good. Now the gentleman may dress.
Man," General, I am not certain this is the appropriate time."
Morvran," Morvran Voorhis, commander of the Alba Division. Before they take you"
Geralt, Sure. Paperwork's gotta be in order.
Morvran," So, Geralt of Rivia. Place of birth -- unknown, parents -- unknown,"
Geralt, Foltest ordered me to clear the path. The boy stood in my way.
Morvran, Cutting down the La Valette heir -- this made no impression on you?
Geralt," We fought on opposing sides, true. Then we landed in the same"
Morvran," Ahh, so that is how the blaze started. Our reports suggested the"
Morvran," Moving on. You found shelter in charming Flotsam, and from there made"
Geralt," I got outta Flotsam with Vernon Roche, commander of the Blue Stripes"
Morvran," ...A murderer of nonhumans. We know this gentleman well, witcher."
Geralt," I left Flotsam with Iorveth, commander of a Scoia'tael unit."
Morvran, A slayer of monsters and a slayer of men...
Morvran, You forge interesting alliances.
Geralt," Something tells me my most interesting is yet to come. Go on, next"
Morvran, We shall shave you again if it does. Very well. The infamous summit
Geralt, The mighty had imprisoned Triss Merigold. Oughta know I care about
Morvran," And so you did, handing Radovid control of the Conclave and Council"
Geralt, Not the way I see it. I helped a friend rescue a child.
Morvran, Anaïs was not just any child. She was a pawn in a game you did not
Geralt, Not at all. I meddled in a personal affair. Helped Iorveth lift a
Morvran," Yes, and in doing so gave Radovid a reason to begin his witch hunts."
Geralt, Nilfgaard recently started a war. Unprovoked. So do us both a favor
Cledwyn, The gentleman must sit still. I am almost done.
Morvran," I'm afraid I might find that difficult. Because from what I know,"
Geralt," I watched her get in the megascope, but ultimately freed her...from"
Geralt," Huh, an old acquaintance, more like. Not so close that I felt bad"
Morvran," ""He believes he alone knows what is good and what is evil, and that"
Geralt, My comrade -- your agent.
Morvran," Well, national interest calls on one to forge difficult alliances at"
Geralt," Well, that alliance has been dissolved. Irrevocably. I killed Letho"
Morvran, So we heard. And it's a good thing you did. Saved our agents some
Geralt, That an ongoing alliance? What's Letho up to?
Morvran, I had hoped you would answer that question.
Geralt, Ah. So Letho's hiding from you. Must have a good reason. Was there a
Morvran," I believe that is all. Your signature, please, affirming you stated"
Man," With these formalities seen to, I would ask the general to leave the room."
Morvran," Shame... I might've given you some advice. So long, Geralt. Good luck"
Man," Good. Now the gentleman may dress. Sadly, I did not receive exact"
Geralt, Feels more like I'm being readied for a wedding.
Man," Were that so, I would have prepared the gentleman a frock, a tailcoat,"
Geralt," Black, black...or black."
Man, We do not like garish colors in Nilfgaard.
Geralt, Where're my clothes?
Man, Where they should have gone long ago. With the laundress. They will be
Man, The gentleman will tell me once he has chosen an outfit.
Man, • Black suits the gentleman.
Geralt, A studded doublet and a sword on my back -- that's what would satisfy
Man, Yes...?
Geralt, It's a saying. So what now? Powder my nose?
Man, No need. The gentleman's complexion is light enough.
Geralt, Rather try on something else.
Man," Go ahead, we've time."
Man, The gentleman is to stand before the Ruler of the North and South. I must
Geralt, Confirm away.
Man," Please watch. Leg extended, hand flat, head down, chin to chest."
Man," Wrong, wrong, wrong. Once more. {previous demonstration repeats}"
Man," Hmm, lacking fluidity and grace. But we've learned to expect less"
Man," Please, this is neither the time nor the place for such antics."
Geralt, Gotta be kidding.
Man, Not at all. I am mortally serious. Does the gentleman know the
Geralt, I'm not some boor. I know how to bow.
Man," Please, demonstrate."
Man," That, sir, is how you might bow to a whore on the street corner, not to"
Man, The gentleman will address the emperor only when asked to and using the
Geralt, Your Archmagnificency?
Man, I see the gentleman is in the mood for jests. I fear the emperor might not
Man," (in Nilfgaardian) Bow before his Imperial Majesty, The White Flame Dancing"
Geralt, Your Imperial Majesty.
Man, (in Nilfgaardian) As your Majesty wished...
Emhyr, (in Nilfgaardian) All except the witcher will leave.
Geralt, You're Imperial Majesty.
Man, (in Nilfgaardian) As your Majesty wished...
Emhyr, (in Nilfgaardian) All except the witcher will leave.
Emhyr, • I thought you bowed before no man.
Geralt, Didn't want to disappoint the chamberlain. We're friends.
Geralt, Know what they say -- can't teach an old wolf new tricks?
Geralt," Take it you didn't summon me to reminisce about the good old days,"
Emhyr," Silence. My daughter Cirilla...she's returned, and she's in danger. The"
Geralt, How many men in your army? Twenty thousand? Thirty? So why me?
Emhyr, You know why. Because she trusts you.
Geralt," She trusts me, yes. So tell me why you're looking for her. Doubt it's"
Emhyr, For reasons of state. As always. Enough of this banter. You will agree
Geralt," I need information, not motivation. Ciri...leaves few tracks. She'll"
Emhyr," My corps of spies will help you. Count on them, and my army, should"
Geralt, Save your generosity for those whose houses your armies have razed.
Emhyr, Your motives do not interest me. Only results.
Geralt," Are you sure? Ciri...left. Went far, far away."
Emhyr, Do you believe I'd drag you here in the middle of a war to discuss a
Geralt," I think anyone can be wrong, even an emperor."
Emhyr, I had forgotten how insolent you can be. I haven't the time to
Emhyr, Yennefer will tell you the rest. This audience is finished. Mererid!
Emhyr, Take him to the sorceress.
Mererid," • Follow me, if the gentleman pleases. Please keep close. There are"
Geralt, ...disgusts?
Mererid, ...need not bother.
Geralt, Relax. Nothing happened.
Mererid, To the gentleman. But I shall be punished.
Geralt, How?
Mererid, Please keep close and bother no one. We've had enough
Morvran, (in Nilfgaardian) These days it's unwise for small realms to remain
Geralt, Mind if I interrupt?
Morvran, Why not join in instead?
Man, We're discussing neutrality. How difficult it is to preserve.
Geralt, Know a thing or two about that.
Morvran, Care to explain?
Geralt," Never changes. I try to stay out of things, stand aside...then"
Geralt, Still worth trying.
Morvran, Because?
Geralt, Because there are few causes worth serving. Even fewer men.
Geralt, Enough about that. Mind if we change the subject?
Geralt," So, talked to the emperor."
Morvran, Hm. Why did he summon you?
Geralt, So not even you know.
Morvran, No. But I wager it's an ordinary witchers' contract.
Geralt, Mhm. Some werebbubbs.
Geralt, See you.
Morvran," Soon, mind you."
Mererid, The gentleman will have time for a stroll later. Please stay with me.
Mererid," Once the gentleman is done, he should see me to retrieve his"
Yennefer, Geralt! That tunic -- you look positively smashing.
Geralt," Ugh, dying to take it off."
Yennefer, I'd consider that a proposition under different circumstances...one
Geralt," Mhm. And seems we're in the same boat, now. Ciri -- she's really back?"
Yennefer," Look -- that's more or less what she looks like now, or so our agents"
Geralt," Hm, so they're ""our"" agents now? My, my...you've clearly settled in"
Yennefer," Geralt, don't twist my words. I know who Emhyr. He started this war"
Geralt, How about that...she's grown up.
Yennefer, It's been years since you trained together at Kaer Morhen. A great
Geralt, You haven't. Not a bit.
Yennefer, I missed those awkward compliments of yours... But let's focus on
Geralt, Right. Emhyr said the Wild Hunt's after her. I'd find that hard to
Yennefer, Because of me. You see...I've spent months searching for Ciri. Using
Geralt," Well, guess you were wrong."
Yennefer," Hm. I've sensed them on my trail, hunting me, for some time. If not"
Geralt," So where's Ciri been seen, exactly?"
Yennefer, In two places -- Velen and Novigrad. The trail in Velen is most
Geralt," That's it? No passwords, secret handshakes?"
Yennefer," None. Sorry to spoil your fun, your boyhood fantasies about the"
Geralt, Sure she'll be delighted to see me. What about you? What will you do?
Yennefer, I shall sail for Skellige. There was a magic explosion there
Geralt, One thing before we go... Why didn't you contact me? Didn't
Yennefer, I didn't want to spoil things. I'd heard you and Triss
Geralt, Yen...I'd lost my memory.
Yennefer," Really -- that's your excuse? Let's drop it, all right?"
Geralt, The Wild Hunt -- what could it want from Ciri?
Yennefer," I've no clue, Geralt. Might've written them to ask, but I don't"
Geralt," Guess this means we need to split up again. Not my preference, but I"
Yennefer," It is indeed. So, why don't I teleport you to Velen, get you there"
Geralt, Not gonna happen. I'll go on horseback. Soon as I can get changed.
Yennefer," Have it your way. Oh, and...you really look quite dashing in black"
Geralt, Think so? Maybe I can have some of my armor lined with it. Hm. Good
Yennefer, Same to you. And if you wish to learn what's happened in the world
Yennefer, I shall be waiting.
Geralt, Ambassador var Attre? Yennefer suggested I ask you about current
Attre, Of course. The emperor's servants keep no secrets from each other.
Geralt," How's the war going? I mean, apart from the fact that Nilfgaard's"
Geralt, Radovid? Submit?
Geralt, That admiration I hear in your voice?
Geralt, What about Kovir?
Geralt, Couldn't you just go home? Save everyone a lot of marching. Not to
Geralt, Hm. How do things look in Velen?
Geralt, Mhm. So how's ruling that earthly paradise going for you?
Geralt, Any news from Novigrad? Is the free city still free?
Geralt, Meaning?
Geralt, What's new in Skellige?
Geralt, Sound awfully confident. What if King Bran manages to unite the
Geralt, Thanks for your help.
Mererid, How might I serve the gentleman?
Geralt, By returning my things.
Mererid, Citrus and cloves. The fragrance will keep the gentleman's robes fresh
Geralt, Mhm. Thanks bunches.
Mererid," The Emperor is not known for his patience. He wants his daughter back,"
Geralt," Yeah, mentioned something of the sort. So long."
Geralt, Looking for a man. Goes by the name Hendrik.
Innkeep, What you want with 'im?
Geralt, Wanna talk to him.
Innkeep, What about?
Geralt, Gimme a bottle of something strong.
Innkeep, You gotta go! I'll open the back way for ye!
Geralt, Haven't finished my drink yet.
Geralt, Got company. Who is it?
Man, Innkeep! Vodka!
Man," Oi, gray boy! What's the point of havin' two swords?"
Man," You fuckin' deaf? Gonna say who you are, or do I need to loosen your"
Geralt, Someone who'd prefer not to be bothered while he's having a drink.
Man, Heh! Hear that? We've a distinguished gentleman in our midst!
Geralt, No. Wouldn't want the grime on your hands to rub off on them.
Man, Bolo...did you hear what I heard?
Geralt, Go away. Or I'll kill you.
Man, Dammit. Enough!
Geralt," I'm a witcher. Heard you wondering about my swords. Well, one's for"
Man," Don't touch 'im. Don't even look at 'im. Worse than lepers, that lot."
Man, Got the stench o' corpses on 'im.
Geralt, How about I buy everybody a round?
Geralt," Got the coin for it, simple as that."
Man, I don't drink with strangers.
Geralt," We share a round, won't be strangers anymore. Then we go our separate"
Man, And which way might yours be?
Geralt," Is it just me, or is that none of your fucking business?"
Man, I must be hearing things.
Man," I'll have to kill 'im, then."
Geralt, On my way to Novigrad.
Man, City of whores and whoremongers.
Geralt, Who are you?
Man," Oh, aye -- an' why do you care?"
Geralt, Like to know who I'm drinking with -- just like you.
Man, We're the baron's men. And you're in his land.
Geralt, A baron holds these lands? Must be quite a man -- doesn't care a
Geralt, This is interesting stuff.
Man, Our baron's baron 'cause that's the way we want it. And if that
Geralt, Just curious. Wondering what you're doing here.
Man, I don't like curious types.
